,saletype,solddate,proptype,address,city,state,zip,price,beds,baths,location,sqft,lotsize,yrbuilt,daysonmkt,pricesqft,hoamonth,status,nextopenstart,nextopenend,url,source,mls,favorite,interested,latitude,longitude,county,fips_code
152,PAST SALE,February-28-2017,Single Family Residential,2638 Irving St,San Francisco,CA,94122.0,1538000.0,3.0,1.5,Central Sunset,1750.0,3057.0,1917.0,5.0,879.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2638-Irving-St-94122/home/903411,San Francisco MLS,455078,N,Y,37.763409,-122.486304,San Francisco,060750326021002
153,PAST SALE,February-14-2017,Condo/Co-op,468 Tehama St #1,San Francisco,CA,94103.0,760000.0,1.0,1.5,South of Market,926.0,,1999.0,19.0,821.0,480.0,Sold,,,http://www.redfin.com/CA/San-Francisco/468-Tehama-St-94103/unit-1/home/12395924,San Francisco MLS,453393,N,Y,37.7799948,-122.40606729999999,San Francisco,060750178021000
154,PAST SALE,February-21-2017,Condo/Co-op,2194 Green St #2194,San Francisco,CA,94123.0,1363500.0,2.0,2.0,Pacific Heights,1350.0,,1906.0,12.0,1010.0,583.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2194-Green-St-94115/unit-2194/home/102820953,San Francisco MLS,452800,N,Y,37.796430799999996,-122.4351922,San Francisco,060750130004003
155,PAST SALE,February-27-2017,Condo/Co-op,750 Great Hwy #2,San Francisco,CA,94121.0,541000.0,1.0,1.0,Outer Richmond,554.0,,1990.0,6.0,977.0,305.0,Sold,,,http://www.redfin.com/CA/San-Francisco/750-Great-Hwy-94121/unit-2/home/1789350,San Francisco MLS,454317,N,Y,37.7741921,-122.5107305,San Francisco,060750479012010
156,PAST SALE,February-28-2017,Condo/Co-op,245 5th St #311,San Francisco,CA,94103.0,1260000.0,2.0,1.0,Yerba Buena,1384.0,,1996.0,5.0,910.0,723.0,Sold,,,http://www.redfin.com/CA/San-Francisco/245-5th-St-94103/unit-311/home/886312,San Francisco MLS,453627,N,Y,37.78130720000001,-122.40382460000001,San Francisco,060750178011003
157,PAST SALE,March-3-2017,Townhouse,32 Perego Ter,San Francisco,CA,94131.0,882000.0,2.0,2.0,Twin Peaks,1414.0,,1962.0,2.0,624.0,163.0,Sold,,,http://www.redfin.com/CA/San-Francisco/32-Perego-Ter-94131/home/1710439,San Francisco MLS,454138,N,Y,37.750077000000005,-122.444732,San Francisco,060750204021012
158,PAST SALE,February-16-2017,Single Family Residential,324 Hanover St,San Francisco,CA,94112.0,1267000.0,4.0,4.0,Crocker Amazon,,2663.0,1927.0,17.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/324-Hanover-St-94112/home/1696540,San Francisco MLS,452822,N,Y,37.7092489,-122.44345530000001,San Francisco,060750263031006
159,PAST SALE,March-3-2017,Condo/Co-op,95 Red Rock Way Unit 210M,San Francisco,CA,94131.0,420000.0,0.0,1.0,Diamond Heights,474.0,,1972.0,2.0,886.0,443.0,Sold,,,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-210M/home/1934917,San Francisco MLS,453781,N,Y,37.746324,-122.44151699999999,San Francisco,060750216002010
160,PAST SALE,February-14-2017,Condo/Co-op,2555 Leavenworth St #303,San Francisco,CA,94133.0,1185000.0,2.0,2.0,Russian Hill,,,1961.0,19.0,,533.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-303/home/1845186,San Francisco MLS,450382,N,Y,37.804693,-122.418709,San Francisco,060750102001013
161,PAST SALE,March-3-2017,Condo/Co-op,3186 Clay St,San Francisco,CA,94115.0,2000000.0,2.0,2.0,Pacific Heights,2043.0,,,2.0,979.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3186-Clay-St-94115/home/1859478,San Francisco MLS,454080,N,Y,37.7894078,-122.44552340000001,San Francisco,060750134003004
162,PAST SALE,February-16-2017,Multi-Family (2-4 Unit),2039-2041 Judah St,San Francisco,CA,94122.0,1500000.0,4.0,2.0,Central Sunset,2500.0,2495.0,1948.0,17.0,600.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2041-Judah-St-94122/home/953244,San Francisco MLS,452846,N,Y,37.76125510000001,-122.4841666,San Francisco,060750326013006
163,PAST SALE,February-3-2017,Vacant Land,0 Princeton,California City,CA,,3500.0,,,CAC - California City,,11326.0,,30.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/0-Princeton-St-94134/home/52457880,CRMLS,CV16060006,N,Y,37.730107200000006,-122.41636559999999,San Francisco,060750257011008
164,PAST SALE,February-3-2017,Single Family Residential,1080 Silver Ave,San Francisco,CA,94134.0,565000.0,1.0,1.0,Portola,525.0,2204.0,1910.0,30.0,1076.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1080-Silver-Ave-94134/home/772303,San Francisco MLS,452835,N,Y,37.72925120000001,-122.4145361,San Francisco,060750257013006
165,PAST SALE,March-3-2017,Condo/Co-op,1463 Green St,San Francisco,CA,94109.0,1080000.0,3.0,1.5,Russian Hill,1028.0,,1907.0,2.0,1051.0,471.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1463-Green-St-94109/unit-1475/home/565512,San Francisco MLS,453008,N,Y,37.797446,-122.42316100000001,San Francisco,060750109003006
166,PAST SALE,February-23-2017,Condo/Co-op,2595 Clay St #1,San Francisco,CA,94115.0,1240800.0,2.0,1.0,Pacific Heights,990.0,,1924.0,10.0,1253.0,464.0,Sold,,,http://www.redfin.com/CA/San-Francisco/2595-Clay-St-94115/unit-1/home/1865862,San Francisco MLS,454326,N,Y,37.790409000000004,-122.43549979999999,San Francisco,060750135002003
167,PAST SALE,February-24-2017,Condo/Co-op,3249 17th St #3,San Francisco,CA,94110.0,1460000.0,2.0,2.0,Inner Mission,1205.0,,,9.0,1212.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3249-17th-St-94110/unit-3/home/113204169,San Francisco MLS,455107,N,Y,37.763350200000005,-122.4182818,San Francisco,060750208001000
168,PAST SALE,February-8-2017,Single Family Residential,100 Florentine St,San Francisco,CA,94112.0,938000.0,3.0,1.0,Crocker Amazon,1450.0,6098.0,1927.0,25.0,647.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/100-Florentine-St-94112/home/1945197,San Francisco MLS,453346,N,Y,37.7117799,-122.4434244,San Francisco,060750263013010
169,PAST SALE,February-28-2017,Condo/Co-op,724 Tennessee St,San Francisco,CA,94107.0,1225000.0,3.0,1.0,Central Waterfront,1152.0,,1900.0,5.0,1063.0,125.0,Sold,,,http://www.redfin.com/CA/San-Francisco/724-Tennessee-St-94107/home/52059313,San Francisco MLS,453468,N,Y,37.7625798,-122.3899567,San Francisco,060750226001017
170,PAST SALE,February-17-2017,Condo/Co-op,616 20th St #510,San Francisco,CA,94107.0,900000.0,2.0,1.0,Central Waterfront,770.0,,2013.0,16.0,1169.0,473.0,Sold,,,http://www.redfin.com/CA/San-Francisco/616-20th-St-94107/unit-510/home/52203632,San Francisco MLS,454236,N,Y,37.760768,-122.387975,San Francisco,060750226001021
171,PAST SALE,March-3-2017,Condo/Co-op,1 Bluxome St #416,San Francisco,CA,94107.0,1250000.0,2.0,1.5,South of Market,1361.0,,2003.0,2.0,918.0,432.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Bluxome-St-94107/unit-416/home/12401074,San Francisco MLS,454529,N,Y,37.7774232,-122.39588359999999,San Francisco,060750180001033
172,PAST SALE,February-15-2017,Condo/Co-op,855 Folsom St #940,San Francisco,CA,94107.0,1045000.0,1.0,1.5,Yerba Buena,,,2001.0,18.0,,533.0,Sold,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-940/home/12397724,San Francisco MLS,454238,N,Y,37.780773700000005,-122.4021633,San Francisco,060750178012004
173,PAST SALE,February-24-2017,Condo/Co-op,631 Folsom St Unit 16F,San Francisco,CA,94107.0,1325000.0,2.0,2.0,Yerba Buena,1190.0,,2009.0,9.0,1113.0,818.0,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-16F/home/21966544,San Francisco MLS,454054,N,Y,37.784817600000004,-122.3969578,San Francisco,060750615002017
174,PAST SALE,February-6-2017,Condo/Co-op,200 Townsend St #21,San Francisco,CA,94107.0,905000.0,1.0,2.0,South Beach,877.0,,2003.0,27.0,1032.0,559.0,Sold,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-21/home/2072674,San Francisco MLS,453653,N,Y,37.7789009,-122.393248,San Francisco,060750180001011
175,PAST SALE,February-21-2017,Condo/Co-op,660 Natoma St #2,San Francisco,CA,94103.0,690000.0,1.0,1.0,South of Market,541.0,,2008.0,12.0,1275.0,250.0,Sold,,,http://www.redfin.com/CA/San-Francisco/660-Natoma-St-94103/unit-2/home/1605352,San Francisco MLS,453681,N,Y,37.7774455,-122.4114763,San Francisco,060750176013003
176,PAST SALE,February-8-2017,Condo/Co-op,834 Arkansas St #3,San Francisco,CA,94107.0,880000.0,2.0,1.0,Potrero Hill,870.0,,1962.0,25.0,1011.0,200.0,Sold,,,http://www.redfin.com/CA/San-Francisco/834-Arkansas-St-94107/unit-3/home/2008833,San Francisco MLS,454375,N,Y,37.75557,-122.39811100000001,San Francisco,060750614003008
177,PAST SALE,February-13-2017,Condo/Co-op,1821 Grant Ave #201,San Francisco,CA,94133.0,1275000.0,2.0,2.0,Telegraph Hill,1350.0,,1975.0,20.0,944.0,400.0,Sold,,,http://www.redfin.com/CA/San-Francisco/1821-Grant-Ave-94133/unit-201/home/1864994,San Francisco MLS,453767,N,Y,37.803754999999995,-122.40851299999999,San Francisco,060750104002000
178,PAST SALE,,Vacant Land,53 States,San Francisco,CA,94114.0,,,1.0,,600.0,2639.0,1900.0,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/53-States-St-94114/home/1992954,San Francisco MLS,,N,Y,37.763176,-122.436456,San Francisco,060750170002009
179,PAST SALE,February-10-2017,Single Family Residential,1929 48th Ave,San Francisco,CA,94116.0,1076000.0,2.0,1.0,Outer Parkside,1130.0,1746.0,1946.0,23.0,952.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1929-48th-Ave-94116/home/2036542,San Francisco MLS,453408,N,Y,37.750414500000005,-122.5075753,San Francisco,060750352012005
180,PAST SALE,February-17-2017,Single Family Residential,350 Jersey St,San Francisco,CA,94114.0,2005000.0,2.0,1.0,Noe Valley,1402.0,2964.0,1941.0,16.0,1430.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Jersey-St-94114/home/801355,San Francisco MLS,454308,N,Y,37.750803999999995,-122.43294499999999,San Francisco,060750214003001
181,PAST SALE,February-24-2017,Condo/Co-op,17 Ashbury St #6,San Francisco,CA,94117.0,950000.0,2.0,1.0,North Panhandle,,,1925.0,9.0,,450.0,Sold,,,http://www.redfin.com/CA/San-Francisco/17-Ashbury-St-94117/unit-6/home/110052376,San Francisco MLS,453911,N,Y,37.775384100000004,-122.44818159999998,San Francisco,060750165003000
182,PAST SALE,February-3-2017,Condo/Co-op,75 Roosevelt Way #2,San Francisco,CA,94114.0,955000.0,2.0,2.0,Corona Heights,864.0,,1968.0,30.0,1105.0,353.0,Sold,,,http://www.redfin.com/CA/San-Francisco/75-Roosevelt-Way-94114/unit-2/home/110052273,San Francisco MLS,453200,N,Y,37.7664169,-122.437749,San Francisco,060750170001005
183,PAST SALE,February-6-2017,Condo/Co-op,3294 Clay St #5,San Francisco,CA,94115.0,1495000.0,2.0,2.0,Pacific Heights,1487.0,,1911.0,27.0,1005.0,463.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3294-Clay-St-94115/unit-5/home/1070326,San Francisco MLS,452562,N,Y,37.7892449,-122.44687350000001,San Francisco,060750133002000
184,PAST SALE,February-7-2017,Multi-Family (5+ Unit),1616 Taylor St,San Francisco,CA,94133.0,6300000.0,12.0,,Russian Hill,8865.0,5174.0,1923.0,26.0,711.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1616-Taylor-St-94133/home/1365570,San Francisco MLS,453240,N,Y,37.797384,-122.413269,San Francisco,060750108001005
185,PAST SALE,February-21-2017,Single Family Residential,375 Prentiss St,San Francisco,CA,94110.0,1150000.0,2.0,1.0,Bernal Heights,975.0,1751.0,1951.0,12.0,1179.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/375-Prentiss-St-94110/home/936998,San Francisco MLS,452305,N,Y,37.738609999999994,-122.4119035,San Francisco,060750254023002
186,PAST SALE,February-13-2017,Single Family Residential,3956 20th St,San Francisco,CA,94114.0,2775000.0,3.0,2.5,Eureka Valley/Dolore,,2848.0,1916.0,20.0,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3956-20th-St-94114/home/1861664,San Francisco MLS,452153,N,Y,37.7581881,-122.42922490000001,San Francisco,060750206001013
187,PAST SALE,February-22-2017,Single Family Residential,2178 18th Ave,San Francisco,CA,94116.0,1950000.0,5.0,5.0,Inner Parkside,2700.0,3606.0,1928.0,11.0,722.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/2178-18th-Ave-94116/home/1271060,San Francisco MLS,453810,N,Y,37.747254999999996,-122.474581,San Francisco,060750304003008
188,PAST SALE,February-21-2017,Multi-Family (2-4 Unit),3880-3882 19th St,San Francisco,CA,94114.0,2850000.0,4.0,2.0,Eureka Valley/Dolore,3072.0,2850.0,1925.0,12.0,928.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3882-19th-St-94114/home/1726430,San Francisco MLS,453684,N,Y,37.759684,-122.42996480000001,San Francisco,060750206001007
189,PAST SALE,February-7-2017,Multi-Family (2-4 Unit),34-36 Annapolis Ter,San Francisco,CA,94118.0,1350000.0,3.0,2.0,Lone Mountain,2358.0,2495.0,1939.0,26.0,573.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/36-Annapolis-Ter-94118/home/595335,San Francisco MLS,452839,N,Y,37.777956200000006,-122.44777040000001,San Francisco,060750157004000
190,PAST SALE,February-6-2017,Condo/Co-op,3345 21st St,San Francisco,CA,94110.0,2030000.0,3.0,2.0,Eureka Valley/Dolore,2050.0,,1885.0,27.0,990.0,176.0,Sold,,,http://www.redfin.com/CA/San-Francisco/3345-21st-St-94110/home/11743092,San Francisco MLS,453338,N,Y,37.7565979,-122.422091,San Francisco,060750207003000
191,PAST SALE,February-23-2017,Single Family Residential,1279 Shafter Ave,San Francisco,CA,94124.0,900000.0,4.0,2.0,Bayview,1904.0,2500.0,1988.0,10.0,473.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/1279-Shafter-Ave-94124/home/1094444,San Francisco MLS,453156,N,Y,37.727436,-122.38478090000001,San Francisco,060750232002016
192,PAST SALE,February-15-2017,Condo/Co-op,955 Green St #3,San Francisco,CA,94133.0,6600000.0,3.0,4.5,Russian Hill,3215.0,,2002.0,18.0,2053.0,2572.0,Sold,,,http://www.redfin.com/CA/San-Francisco/955-Green-St-94133/unit-3/home/1745281,San Francisco MLS,454918,N,Y,37.798499,-122.41478300000001,San Francisco,060750108001001
193,PAST SALE,March-1-2017,Condo/Co-op,200 Brannan St #205,San Francisco,CA,94107.0,1465000.0,2.0,2.0,South Beach,1500.0,,2004.0,4.0,977.0,714.0,Sold,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-205/home/1077548,San Francisco MLS,453425,N,Y,37.7835714,-122.3907007,San Francisco,060750615006006
194,PAST SALE,February-17-2017,Condo/Co-op,150 Page St #16,San Francisco,CA,94102.0,605378.0,1.0,1.0,Hayes Valley,483.0,,1929.0,16.0,1253.0,410.0,Sold,,,http://www.redfin.com/CA/San-Francisco/150-Page-St-94102/unit-16/home/1136153,San Francisco MLS,453314,N,Y,37.774122600000005,-122.42343600000001,San Francisco,060750168021005
195,PAST SALE,February-22-2017,Single Family Residential,3525 Ortega St,San Francisco,CA,94122.0,985000.0,3.0,1.0,Outer Sunset,1214.0,2495.0,1948.0,11.0,811.0,,Sold,,,http://www.redfin.com/CA/San-Francisco/3525-Ortega-St-94122/home/1469351,San Francisco MLS,453852,N,Y,37.751019,-122.50146299999999,San Francisco,060750351007007
196,PAST SALE,February-17-2017,Condo/Co-op,126 Dolphin Ct,San Francisco,CA,94124.0,490000.0,2.0,1.0,Hunters Point,996.0,,1981.0,16.0,492.0,340.0,Sold,,,http://www.redfin.com/CA/San-Francisco/126-Dolphin-Ct-94124/home/1885249,San Francisco MLS,451622,N,Y,37.7282089,-122.371007,San Francisco,060759806001012
